Comprimento de Onda	IRR REAL 2
464,9859758	12,09462712
465,2074421	12,12254262
465,4289218	12,15045981
465,650415	12,17837871
465,8719216	12,20629929
466,0934417	12,23422157
466,3149752	12,26214554
466,5365222	12,29007122
466,7580826	12,31799858
466,9796564	12,34592763
467,2012436	12,37385837
467,4228443	12,40179081
467,6444584	12,42972494
467,8660858	12,45766075
468,0877267	12,48559826
468,309381	12,51353746
468,5310487	12,54147835
468,7527298	12,56942092
468,9744243	12,59736519
469,1961321	12,62531113
469,4178533	12,65325876
469,639588	12,6812081
469,861336	12,70915911
470,0830973	12,73711179
470,304872	12,76506617
470,5266601	12,79302223
470,7484616	12,82097998
470,9702764	12,84893941
471,1921045	12,87690052
471,413946	12,90486331
471,6358008	12,93282779
471,857669	12,96156135
472,0795505	12,99060912
472,3014454	13,01965865
472,5233535	13,04870991
472,745275	13,07776292
472,9672098	13,10681768
473,1891579	13,13587417
473,4111193	13,1649324
473,633094	13,19399238
473,8550821	13,22305411
474,0770834	13,25211757
474,299098	13,28118277
474,5211259	13,31024971
474,7431671	13,33931839
474,9652215	13,3683888
475,1872893	13,39746097
475,4093703	13,42653486
475,6314646	13,45561049
475,8535721	13,48468786
476,0756929	13,51376696
476,297827	13,5428478
476,5199743	13,57193037
476,7421349	13,60101469
476,9643087	13,63010073
477,1864957	13,6591885
477,408696	13,68827801
477,6309095	13,71736925
477,8531363	13,74646223
478,0753762	13,77555692
478,2976294	13,80465336
478,5198958	13,83375152
478,7421754	13,86285142
478,9644683	13,89195305
479,1867743	13,9210564
479,4090935	13,95016148
479,6314259	13,97926828
479,8537715	14,00837681
480,0761303	14,03748707
480,2985023	14,06659906
480,5208875	14,09571278
480,7432858	14,12482821
480,9656973	14,15394537
481,188122	14,18306426
481,4105598	14,21218486
481,6330108	14,2413072
481,8554749	14,27043124
482,0779522	14,29955702
482,3004427	14,32868452
482,5229463	14,35781374
482,745463	14,38694467
482,9679928	14,41696839
483,1905358	14,44728318
483,4130919	14,47759976
483,6356612	14,50791814
483,8582435	14,53823829
484,080839	14,56856024
484,3034476	14,59888397
484,5260693	14,62920948
484,748704	14,65953677
484,9713519	14,68986585
485,1940129	14,72019672
485,416687	14,75052938
485,6393741	14,7808638
485,8620744	14,81120002
486,0847877	14,84153802
486,307514	14,87187778
486,5302535	14,90221934
486,753006	14,93256267
486,9757716	14,96290779
487,1985502	14,99325468
487,4213419	15,02360335
487,6441467	15,05395381
487,8669645	15,08430604
488,0897953	15,11466004
488,3126391	15,14501581
488,535496	15,17537336
488,758366	15,2057327
488,9812489	15,2360938
489,2041449	15,26645668
489,4270539	15,29682133
489,6499759	15,32718775
489,8729109	15,35755594
490,0958589	15,38792591
490,3188199	15,41829764
490,5417939	15,44867115
